Content
i can not wait to see this movie ! i am so hyped i can not wait ! OMFG !
Extraction is the closest thing we will get to a Modern Warfare franchise. Edits on shorts or tiktok make it feel like the most intense game of Warzone
This looks great! Loved the first one!
Looks freaking awesome 
The part where he starts fighting with his arm on fire at 1:15 is the one of the RAWEST THINGS I’ve ever seen! So excited for this flick 
The ending shot with the machine gun just makes me think im playing a game....and I love it 
Netflix has a damn hit on their hands. I’m so fkn excited!!!
This looks absolutely amazing
This is a good trailer they didn’t give anything away from the plot. Makes me wanna watch it to find out what’s going to happen.
i got major resident evil 4 vibes from this and im loving it
This movie absolutely deserves a theatre release. Now this is how you do a trailer!
i love this style of trailer doesnt give away anything exept that its going to be an awsome movie
Holy moly I didn't think they'd make a second one
I’m ready for this!!!!
Hemsworth+ Russo bro's+ great trailer = must see movie.
This is the coolest trailer I've ever seen 
"I'm glad that we're in a time where we have both the John Wick franchise and Extraction, both fantastic movies in their own right for their own reasons. Can't wait!"
I like how they literately took inspired from the raid. This is a great movie
"Oh my goodness!!! 

One of the best trailers ever!!!"
Absolutely masterpiece 
"what the action, this trailer deserves everything"
This is an AMAZING movie !!
The transitions and cinematography in this teaser alone are amazing! Can’t wait to see the movie
Part 3 please! I like to watch this on big screen
Action movies are never out of Trend
the way he still shakes the gatling gun eventhough the ammo is out
Finally something good from Netflix
Chris Hemsworth beating the living shit out of multiple dudes with a flaming hand is an insane idea that I never thought I would wanted nor need to see
"That Molotov explosion on the riot shield was badass. I can’t tell if it’s practical effects, visual, or a combination, but the cinematography, effects, action, and especially sound effects/design are fantastic!"
Chris Hemsworth is a man who would be perfect for the Expendables
0:53 This camera sequence is pure brilliance...WOW
Give me more movies like this.
Loved it 
I don't think they ever thought these movies would be so big
That fight choreography is epic . Can’t wait for Hemsworth to kick some ass
"the first one was so much fun to watch, and i hope this will be the same."
"Extraction 1:         ? 
Extraction 2: Shield without Hammer

I can't wait for this part 2 "
omg this movie never disappoints 
Just from this video alone you know the movie's gonna be amazing.
The Chris Hemsworth we deserved in the Thor movies 
"This is one of the best teasers I’ve seen in a long, LONG time. Surpassed my expectations honestly"
I am so on board for this. Extraction was awesome.
Super excited for this movie but still bummed we won’t get to see Chris Hemsworth and Randeep Hooda be badasses together again. I really wanted to see more of them as a team.
"Editor: How epic do you want the trailer to be?
Movie Director: Yes!"
Yesssss!!!! Been waiting so long for this!
Yes. I love this trailer
The trailer didn't have to go this hard 
Love it when teasers focus mostly on one scene.
I cannot wait to watch this movie the 1st part was phenomenal
"Bro the fight scenes are awesome, i like how he fight with the burning arm. The scene where he shoots the minigun from the train, you can see how he shakes the gun so it would seem real. Other wise im looking forward to this movie af"
one of the best trailers period! what an amazing scene.
One of the best action film even seen
"I was not expecting that kind of well-choreographed, long-lasting and great-sounding action. I’m in."
I’m surprised and glad he survived 
Dude the first one was awesome. Really excited for this one.
The Extraction films deserve full theatrical releases but I’m happy to enjoy this in my home theatre too 🥹
This is how you do trailers. A single scene that shows the vibe of the film without revealing any major story arcs that would otherwise spoil an exciting film.
This movie deserves a theatre release
Please release it in the Theatre! This NEEDS IMAX
